RP:1	PR:LOC:(63548356,63556669)@chr19@Human
RP:56160	PR:LOC:(27347651,27349309)@chr15@Human
RP:56163	PR:LOC:(24236339,24296512)@chr13@Human
RP:56164	PR:LOC:(23523131,23645374)@chr7@Human
RP:56165	PR:LOC:(115929019,115982053)@chr10@Human
RP:56168	PR:LOC:(101847886,101849460)@chrX@Human
RP:56169	PR:LOC:(130829624,130868320)@chr8@Human
RP:5617	PR:LOC:(22395459,22405709)@chr6@Human
RP:56171	PR:LOC:(196427934,196759037)@chr2@Human
RP:56172	PR:LOC:(14762019,14924876)@chr5@Human
RP:5618	PR:LOC:(35099985,35266334)@chr5@Human
RP:56180	PR:LOC:(133747182,133774817)@chrX@Human
RP:56181	PR:LOC:(25830830,25843575)@chr1@Human
RP:5619	PR:LOC:(11282200,11282697)@chr16@Human
RP:5620	PR:LOC:(11276998,11277809)@chr16@Human
RP:56203	PR:LOC:(69238729,69254029)@chr3@Human
RP:56204	PR:LOC:(50661153,50758101)@chr15@Human
RP:5621	PR:LOC:(4615069,4630234)@chr20@Human
RP:5623	PR:LOC:(6326305,6326860)@chr19@Human
RP:5624	PR:LOC:(127892247,127903048)@chr2@Human
RP:56241	PR:LOC:(22901998,22909628)@chr22@Human
RP:56242	PR:LOC:(19850289,19864939)@chr19@Human
RP:56243	PR:LOC:(24538099,24876783)@chr10@Human
RP:56244	PR:LOC:(32470491,32482878)@chr6@Human
RP:56245	PR:LOC:(33087746,33107829)@chr21@Human
RP:56246	PR:LOC:(32585995,32608966)@chr21@Human
RP:5625	PR:LOC:(17274849,17298620)@chr22@Human
RP:56252	PR:LOC:(74299822,74372645)@chr14@Human
RP:56253	PR:LOC:(122214465,122248557)@chr11@Human
RP:56254	PR:LOC:(101375688,101405181)@chr9@Human
RP:56255	PR:LOC:(7909716,7948393)@chr20@Human
RP:56256	PR:LOC:(206794590,206804855)@chr1@Human
RP:56257	PR:LOC:(99672180,99676392)@chr7@Human
RP:56259	PR:LOC:(35755848,35933934)@chr20@Human
RP:5626	PR:LOC:(177351842,177355849)@chr5@Human
RP:56260	PR:LOC:(67751008,67755789)@chr8@Human
RP:56261	PR:LOC:(5475289,5539672)@chr20@Human
RP:56262	PR:LOC:(128749711,128759872)@chr9@Human
RP:56265	PR:LOC:(2722715,2729266)@chr20@Human
RP:56267	PR:LOC:(89158143,89170323)@chr1@Human
RP:56269	PR:LOC:(48912078,48916013)@chr19@Human
RP:5627	PR:LOC:(95074647,95175395)@chr3@Human
RP:56270	PR:LOC:(78165742,78199566)@chr17@Human
RP:56271	PR:LOC:(102175081,102278319)@chrX@Human
RP:5628	PR:LOC:(90340051,90373906)@chr3@Human
RP:56287	PR:LOC:(69113418,69119763)@chr2@Human
RP:56288	PR:LOC:(34440103,35143929)@chr10@Human
RP:5629	PR:LOC:(210550255,210598161)@chr1@Human
RP:563	PR:LOC:(99209003,99218338)@chr7@Human
RP:5630	PR:LOC:(47975251,47978736)@chr12@Human
RP:56300	PR:LOC:(113451837,113459458)@chr2@Human
RP:56301	PR:LOC:(38391411,38408548)@chr19@Human
RP:56302	PR:LOC:(142122104,142147742)@chr7@Human
RP:5631	PR:LOC:(106677904,106700401)@chrX@Human
RP:56311	PR:LOC:(117458910,117476688)@chr7@Human
RP:5634	PR:LOC:(12569188,12601998)@chrX@Human
RP:56341	PR:LOC:(3471018,3573400)@chr12@Human
RP:56342	PR:LOC:(10077965,10082975)@chr19@Human
RP:56344	PR:LOC:(53225022,53239116)@chr19@Human
RP:5635	PR:LOC:(71818610,71861526)@chr17@Human
RP:5636	PR:LOC:(18702217,18775305)@chr17@Human
RP:5638	PR:LOC:(37002046,37072736)@chrX@Human
RP:5639	PR:LOC:(54778280,54786008)@chr19@Human
RP:5641	PR:LOC:(92239907,92284693)@chr14@Human
RP:56413	PR:LOC:(23848001,23850798)@chr14@Human
RP:5644	PR:LOC:(141943619,141947210)@chr7@Human
RP:5645	PR:LOC:(141985493,141989078)@chr7@Human
RP:5646	PR:LOC:(33785559,33789228)@chr9@Human
RP:56474	PR:LOC:(16365781,16490716)@chrX@Human
RP:56475	PR:LOC:(154159361,154160830)@chr2@Human
RP:56477	PR:LOC:(43412507,43448229)@chr5@Human
RP:56478	PR:LOC:(30159909,30210258)@chr22@Human
RP:56479	PR:LOC:(73388556,73962301)@chr6@Human
RP:5648	PR:LOC:(188418644,188492172)@chr3@Human
RP:5649	PR:LOC:(102706188,103223913)@chr7@Human
RP:5650	PR:LOC:(56171541,56178962)@chr19@Human
RP:5651	PR:LOC:(18563561,18697844)@chr21@Human
RP:5652	PR:LOC:(31050257,31054652)@chr16@Human
RP:56521	PR:LOC:(69226434,69267943)@chr10@Human
RP:5653	PR:LOC:(56153700,56164741)@chr19@Human
RP:5654	PR:LOC:(124211111,124264413)@chr10@Human
RP:56547	PR:LOC:(4966000,4970235)@chr11@Human
RP:56548	PR:LOC:(46189446,46214092)@chrX@Human
RP:5655	PR:LOC:(56209338,56215094)@chr19@Human
RP:5657	PR:LOC:(791963,799051)@chr19@Human
RP:566	PR:LOC:(778831,783017)@chr19@Human
RP:5660	PR:LOC:(73246064,73281015)@chr10@Human
RP:56603	PR:LOC:(72268022,72286618)@chr2@Human
RP:56604	PR:LOC:(191278675,191281467)@chr4@Human
RP:56605	PR:LOC:(232706502,232771326)@chr1@Human
RP:56606	PR:LOC:(9504119,9718141)@chr4@Human
RP:56616	PR:LOC:(121217090,121235479)@chr12@Human
RP:5662	PR:LOC:(104152366,104169461)@chr10@Human
RP:56623	PR:LOC:(136598912,136610093)@chr9@Human
RP:56624	PR:LOC:(51617078,51678319)@chr10@Human
RP:5663	PR:LOC:(72672932,72756862)@chr14@Human
RP:5664	PR:LOC:(223365698,223390534)@chr1@Human
RP:56647	PR:LOC:(127502105,127532080)@chr10@Human
RP:56648	PR:LOC:(172088906,172109128)@chr3@Human
RP:56649	PR:LOC:(117452976,117494380)@chr11@Human
RP:56650	PR:LOC:(99717017,99724048)@chr3@Human
RP:56651	PR:LOC:(1244390,1268634)@chr18@Human
RP:56652	PR:LOC:(102737302,102744148)@chr10@Human
RP:56654	PR:LOC:(137209760,137216492)@chr9@Human
RP:56655	PR:LOC:(75097430,75108514)@chr2@Human
RP:56656	PR:LOC:(35947136,35948065)@chr9@Human
RP:56658	PR:LOC:(30403019,30419485)@chr6@Human
RP:56659	PR:LOC:(89597861,89721948)@chr14@Human
RP:56660	PR:LOC:(47659568,47709121)@chr2@Human
RP:56666	PR:LOC:(48911647,48921178)@chr22@Human
RP:56667	PR:LOC:(126106979,126136265)@chr3@Human
RP:56670	PR:LOC:(153074135,153082348)@chr3@Human
RP:56672	PR:LOC:(8889277,8898202)@chr11@Human
RP:56673	PR:LOC:(8898200,8911098)@chr11@Human
RP:56674	PR:LOC:(8925416,8942565)@chr11@Human
RP:56675	PR:LOC:(8960970,8982124)@chr11@Human
RP:56676	PR:LOC:(8915695,8921156)@chr11@Human
RP:56677	PR:LOC:(41841350,41841793)@chr13@Human
RP:56681	PR:LOC:(71579966,71600275)@chr10@Human
RP:56683	PR:LOC:(32895980,32906784)@chr21@Human
RP:56689	PR:LOC:(53527401,53527460)@chr14@Human
RP:5669	PR:LOC:(48063198,48075711)@chr19@Human
RP:567	PR:LOC:(42790977,42797649)@chr15@Human
RP:5670	PR:LOC:(48262508,48278644)@chr19@Human
RP:56704	PR:LOC:(75311997,75396117)@chr8@Human
RP:5671	PR:LOC:(47917639,47936465)@chr19@Human
RP:5672	PR:LOC:(48388696,48401630)@chr19@Human
RP:56729	PR:LOC:(7639972,7641340)@chr19@Human
RP:5673	PR:LOC:(48366047,48382491)@chr19@Human
RP:56731	PR:LOC:(61841655,61845847)@chr20@Human
RP:5675	PR:LOC:(48099608,48113829)@chr19@Human
RP:56751	PR:LOC:(132487547,132495194)@chr9@Human
RP:5676	PR:LOC:(48120124,48133122)@chr19@Human
RP:56776	PR:LOC:(236502010,236964518)@chr1@Human
RP:5678	PR:LOC:(48449278,48465520)@chr19@Human
RP:5680	PR:LOC:(48205949,48222471)@chr19@Human
RP:5681	PR:LOC:(66484716,66521082)@chr16@Human
RP:5682	PR:LOC:(14482999,14621739)@chr11@Human
RP:56829	PR:LOC:(138185523,138251720)@chr7@Human
RP:5683	PR:LOC:(42729704,42745045)@chr7@Human
RP:56832	PR:LOC:(27514312,27516496)@chr9@Human
RP:56833	PR:LOC:(156609674,156620355)@chr1@Human
RP:56834	PR:LOC:(63809907,63813539)@chr11@Human
RP:5684	PR:LOC:(57781346,57808479)@chr14@Human
RP:56848	PR:LOC:(53814360,53825474)@chr19@Human
RP:56849	PR:LOC:(102391310,102393399)@chrX@Human
RP:5685	PR:LOC:(76619824,76628593)@chr15@Human
RP:56850	PR:LOC:(48586382,48614923)@chrX@Human
RP:56851	PR:LOC:(32163518,32181345)@chr15@Human
RP:56852	PR:LOC:(8896561,8980146)@chr3@Human
RP:56853	PR:LOC:(33087772,33399602)@chr18@Human
RP:5686	PR:LOC:(109656515,109681079)@chr1@Human
RP:5687	PR:LOC:(34831325,34856431)@chr14@Human
RP:5688	PR:LOC:(60145186,60151869)@chr20@Human
RP:56882	PR:LOC:(147837663,147845123)@chr1@Human
RP:56884	PR:LOC:(162662654,163442791)@chr4@Human
RP:56886	PR:LOC:(128565124,128663751)@chr2@Human
RP:56888	PR:LOC:(85109905,85193106)@chr2@Human
RP:56889	PR:LOC:(98270422,98336799)@chr10@Human
RP:5689	PR:LOC:(170761841,170775833)@chr6@Human
RP:56890	PR:LOC:(66974613,67012379)@chr12@Human
RP:56891	PR:LOC:(44886786,44891928)@chr19@Human
RP:56892	PR:LOC:(40130146,40131600)@chr8@Human
RP:56893	PR:LOC:(152818166,152836589)@chr1@Human
RP:56894	PR:LOC:(44109544,44228982)@chr21@Human
RP:56895	PR:LOC:(161527518,161665448)@chr6@Human
RP:56896	PR:LOC:(26982616,27082723)@chr2@Human
RP:56897	PR:LOC:(2710665,2730978)@chr6@Human
RP:56898	PR:LOC:(104358194,104378621)@chr4@Human
RP:56899	PR:LOC:(97631539,98880483)@chr12@Human
RP:5690	PR:LOC:(35737833,35776236)@chr1@Human
RP:56900	PR:LOC:(109345439,109351596)@chr1@Human
RP:56901	PR:LOC:(55914953,55920812)@chr12@Human
RP:56902	PR:LOC:(68296656,68314742)@chr2@Human
RP:56903	PR:LOC:(4670613,4674866)@chr7@Human
RP:56904	PR:LOC:(128849868,128870133)@chr9@Human
RP:56905	PR:LOC:(73281302,73290915)@chr15@Human
RP:56906	PR:LOC:(68960736,68971807)@chr15@Human
RP:56907	PR:LOC:(12439637,12536798)@chr18@Human
RP:5691	PR:LOC:(34162528,34174004)@chr17@Human
RP:56910	PR:LOC:(96272479,96296437)@chr2@Human
RP:56911	PR:LOC:(29374744,29470075)@chr21@Human
RP:56912	PR:LOC:(117920471,117941960)@chr11@Human
RP:56913	PR:LOC:(7047129,7057221)@chr7@Human
RP:56914	PR:LOC:(16677003,16680809)@chr20@Human
RP:56915	PR:LOC:(46584118,46595096)@chr19@Human
RP:56916	PR:LOC:(95486675,95569621)@chr4@Human
RP:56917	PR:LOC:(52598195,52614357)@chr19@Human
RP:56918	PR:LOC:(228300311,228323393)@chr2@Human
RP:56919	PR:LOC:(5286321,5312905)@chr17@Human
RP:5692	PR:LOC:(148185114,148187485)@chr1@Human
RP:56920	PR:LOC:(52442308,52454083)@chr3@Human
RP:56922	PR:LOC:(184215710,184300062)@chr3@Human
RP:56923	PR:LOC:(151751303,151765017)@chr5@Human
RP:56924	PR:LOC:(38319368,38356979)@chr15@Human
RP:56925	PR:LOC:(159866908,159873184)@chr3@Human
RP:56926	PR:LOC:(3137044,3160568)@chr19@Human
RP:56927	PR:LOC:(6681068,6688587)@chr19@Human
RP:56928	PR:LOC:(2279680,2304926)@chr19@Human
RP:56929	PR:LOC:(114884507,114908490)@chr5@Human
RP:5693	PR:LOC:(22564900,22573949)@chr14@Human
RP:56930	PR:LOC:(6161700,6163328)@chr19@Human
RP:56931	PR:LOC:(5736151,5742192)@chr19@Human
RP:56934	PR:LOC:(47062673,47592367)@chr17@Human
RP:56935	PR:LOC:(92851286,92872164)@chr11@Human
RP:56936	PR:LOC:(69106342,69107671)@chr14@Human
RP:56937	PR:LOC:(55656860,55719947)@chr20@Human
RP:56938	PR:LOC:(27377255,27464733)@chr12@Human
RP:5694	PR:LOC:(4646415,4648748)@chr17@Human
RP:56940	PR:LOC:(237101,296355)@chr6@Human
RP:56941	PR:LOC:(130480382,130506834)@chr3@Human
RP:56942	PR:LOC:(79567200,79597997)@chr16@Human
RP:56943	PR:LOC:(110415812,110425087)@chr8@Human
RP:56944	PR:LOC:(114234121,114236917)@chr1@Human
RP:56945	PR:LOC:(140545559,140558586)@chr3@Human
RP:56946	PR:LOC:(75835631,75938923)@chr11@Human
RP:56947	PR:LOC:(228017733,228048054)@chr2@Human
RP:56948	PR:LOC:(23978814,23981822)@chr14@Human
RP:56949	PR:LOC:(7590412,7600439)@chr19@Human
RP:5695	PR:LOC:(124195299,124257275)@chr9@Human
RP:56950	PR:LOC:(210842971,210898869)@chr1@Human
RP:56951	PR:LOC:(133319101,133332377)@chr5@Human
RP:56952	PR:LOC:(25177560,25281539)@chr10@Human
RP:56953	PR:LOC:(17147374,17191700)@chr17@Human
RP:56954	PR:LOC:(101536258,101556883)@chr3@Human
RP:56955	PR:LOC:(89111317,89125123)@chr4@Human
RP:56956	PR:LOC:(194618174,194630930)@chr1@Human
RP:56957	PR:LOC:(146728413,146795602)@chr1@Human
RP:56959	PR:LOC:(95814739,95856401)@chr9@Human
RP:5696	PR:LOC:(32916473,32920458)@chr6@Human
RP:56961	PR:LOC:(4230659,4241720)@chr19@Human
RP:56963	PR:LOC:(91387641,91433437)@chr15@Human
RP:56964	PR:LOC:(88035032,88087873)@chr15@Human
RP:56965	PR:LOC:(70320594,70347066)@chr15@Human
RP:56967	PR:LOC:(95575431,95629891)@chr14@Human
RP:56969	PR:LOC:(54666358,54668661)@chr2@Human
RP:5697	PR:LOC:(39385642,39386823)@chr17@Human
RP:56970	PR:LOC:(39624699,39631273)@chr17@Human
RP:56971	PR:LOC:(49866834,49879352)@chr19@Human
RP:56974	PR:LOC:(6435920,6467482)@chr7@Human
RP:56975	PR:LOC:(288196,304059)@chr7@Human
RP:56977	PR:LOC:(185201658,185314024)@chr4@Human
RP:56978	PR:LOC:(81462618,81482662)@chr4@Human
RP:56979	PR:LOC:(23558479,23564463)@chr5@Human
RP:5698	PR:LOC:(32929934,32935340)@chr6@Human
RP:56980	PR:LOC:(129274812,129377940)@chr11@Human
RP:56981	PR:LOC:(45072140,45203479)@chr11@Human
RP:56983	PR:LOC:(120670489,120696245)@chr3@Human
RP:56984	PR:LOC:(12693064,12715739)@chr18@Human
RP:56985	PR:LOC:(10548952,10555266)@chr17@Human
RP:56986	PR:LOC:(47703160,47723154)@chr15@Human
RP:56987	PR:LOC:(108724480,109007395)@chr3@Human
RP:56988	PR:LOC:(141012598,141015378)@chr8@Human
RP:5699	PR:LOC:(66525909,66528254)@chr16@Human
RP:56990	PR:LOC:(130723086,130754683)@chr5@Human
RP:56992	PR:LOC:(44778289,44869749)@chr3@Human
RP:56993	PR:LOC:(37402479,37404992)@chr22@Human
RP:56994	PR:LOC:(100593938,100625314)@chr12@Human
RP:56995	PR:LOC:(158704101,158903269)@chr6@Human
RP:56996	PR:LOC:(100095009,100109284)@chr7@Human
RP:56997	PR:LOC:(223434724,223481979)@chr1@Human
RP:56998	PR:LOC:(9842599,9878065)@chr1@Human
RP:56999	PR:LOC:(64476373,64648405)@chr3@Human
RP:570	PR:LOC:(101202624,101213300)@chr9@Human
RP:5700	PR:LOC:(89792647,89808719)@chr14@Human
RP:57001	PR:LOC:(96391668,96455726)@chr7@Human
RP:57002	PR:LOC:(39379249,39385720)@chr7@Human
RP:57003	PR:LOC:(59176343,59204668)@chr17@Human
RP:57007	PR:LOC:(237260443,237272991)@chr2@Human
RP:57009	PR:LOC:(43024895,43025460)@chr9@Human
RP:5701	PR:LOC:(102582040,102602607)@chr7@Human
RP:57010	PR:LOC:(66979394,66983267)@chr11@Human
RP:57016	PR:LOC:(133669654,133683415)@chr7@Human
RP:57017	PR:LOC:(56038903,56052680)@chr16@Human
RP:57018	PR:LOC:(158348293,158360638)@chr3@Human
RP:57019	PR:LOC:(56019582,56032341)@chr16@Human
RP:5702	PR:LOC:(47396896,47404565)@chr11@Human
RP:57020	PR:LOC:(19483674,19619945)@chr16@Human
RP:57026	PR:LOC:(36379238,36387439)@chr22@Human
RP:5703	PR:LOC:(19016885,19018189)@chr9@Human
RP:57030	PR:LOC:(54624470,54636596)@chr19@Human
RP:57035	PR:LOC:(25314046,25319291)@chr1@Human
RP:57037	PR:LOC:(16412652,16458638)@chr7@Human
RP:57038	PR:LOC:(88280822,88356440)@chr6@Human
RP:5704	PR:LOC:(45168913,45179193)@chr19@Human
RP:57045	PR:LOC:(9324851,9392418)@chr18@Human
RP:57047	PR:LOC:(147633780,147660769)@chr3@Human
RP:57048	PR:LOC:(7233779,7238567)@chr17@Human
RP:5705	PR:LOC:(59258542,59263119)@chr17@Human
RP:57050	PR:LOC:(71919269,71921303)@chr4@Human
RP:57053	PR:LOC:(3643394,3649190)@chr11@Human
RP:57054	PR:LOC:(23703826,23773982)@chrY@Human
RP:57055	PR:LOC:(23703820,23774271)@chrY@Human
RP:57057	PR:LOC:(35044352,35066482)@chr7@Human
RP:5706	PR:LOC:(52243668,52264466)@chr14@Human
RP:57060	PR:LOC:(51966514,51976509)@chr3@Human
RP:57062	PR:LOC:(93587022,93617311)@chr14@Human
RP:5707	PR:LOC:(231747114,231862978)@chr2@Human
RP:5708	PR:LOC:(185499724,185509542)@chr3@Human
RP:57082	PR:LOC:(38673510,38741801)@chr15@Human
RP:57084	PR:LOC:(22316243,22357619)@chr11@Human
RP:57085	PR:LOC:(11730478,11745088)@chr1@Human
RP:57088	PR:LOC:(147392824,147451568)@chr3@Human
RP:57089	PR:LOC:(101409288,101455459)@chr10@Human
RP:5709	PR:LOC:(35390586,35407738)@chr17@Human
RP:57091	PR:LOC:(54420575,54467243)@chr20@Human
RP:57092	PR:LOC:(102775732,102795971)@chr3@Human
RP:57093	PR:LOC:(89170471,89181391)@chr11@Human
RP:57094	PR:LOC:(68496962,68821134)@chr8@Human
RP:57095	PR:LOC:(23850189,23860028)@chr1@Human
RP:57096	PR:LOC:(20825976,20889215)@chr14@Human
RP:57097	PR:LOC:(3791396,3852801)@chr12@Human
RP:57099	PR:LOC:(31945720,32118595)@chr15@Human
RP:571	PR:LOC:(29593091,29640340)@chr21@Human
RP:5710	PR:LOC:(148040270,148053009)@chr1@Human
RP:57101	PR:LOC:(5542081,5925659)@chr12@Human
RP:57102	PR:LOC:(4467164,4517898)@chr12@Human
RP:57103	PR:LOC:(4300632,4332599)@chr12@Human
RP:57104	PR:LOC:(808902,815217)@chr11@Human
RP:57105	PR:LOC:(48178952,48181499)@chr13@Human
RP:57106	PR:LOC:(60688406,60690747)@chr19@Human
RP:57107	PR:LOC:(107580456,107887448)@chr6@Human
RP:57108	PR:LOC:(126156,129137)@chr13|NT_078092@Human
RP:57109	PR:LOC:(133300742,133312718)@chr9@Human
RP:5711	PR:LOC:(120657888,120684760)@chr9@Human
RP:57110	PR:LOC:(194441620,194471346)@chr3@Human
RP:57111	PR:LOC:(152844055,152853321)@chr1@Human
RP:57113	PR:LOC:(135577022,135720974)@chr5@Human
RP:57115	PR:LOC:(150115673,150134118)@chr1@Human
RP:57116	PR:LOC:(243434905,243489418)@chr1@Human
RP:57117	PR:LOC:(106961391,106987433)@chr4@Human
RP:57118	PR:LOC:(12431592,12911737)@chr10@Human
RP:57119	PR:LOC:(43602681,43609442)@chr20@Human
RP:57120	PR:LOC:(117991110,118030220)@chr6@Human
RP:57121	PR:LOC:(6598568,6600891)@chr12@Human
RP:57122	PR:LOC:(67366998,67422735)@chr12@Human
RP:57124	PR:LOC:(65838534,65841091)@chr11@Human
RP:57125	PR:LOC:(34473083,34561298)@chr17@Human
RP:57126	PR:LOC:(48549672,48558568)@chr19@Human
RP:57127	PR:LOC:(153152076,153168084)@chr1@Human
RP:57128	PR:LOC:(5053653,5206167)@chr6@Human
RP:57129	PR:LOC:(180788959,180805136)@chr3@Human
RP:5713	PR:LOC:(72888182,72897687)@chr16@Human
RP:57130	PR:LOC:(19617009,19633925)@chr19@Human
RP:57132	PR:LOC:(11841426,11842697)@chr18@Human
RP:57134	PR:LOC:(25628105,25795087)@chr1@Human
RP:57135	PR:LOC:(23613629,23683280)@chrY@Human
RP:57136	PR:LOC:(24891581,24921425)@chr20@Human
RP:57139	PR:LOC:(11365733,11391006)@chr19@Human
RP:5714	PR:LOC:(43557061,43566304)@chr19@Human
RP:57140	PR:LOC:(241228288,241238138)@chr2@Human
RP:57142	PR:LOC:(55110980,55189385)@chr2@Human
RP:57143	PR:LOC:(77355064,77470047)@chr14@Human
RP:57144	PR:LOC:(9466037,9767522)@chr20@Human
RP:57146	PR:LOC:(21077501,21099431)@chr16@Human
RP:57147	PR:LOC:(166553889,166594695)@chr1@Human
RP:57148	PR:LOC:(36534900,36637124)@chr20@Human
RP:57149	PR:LOC:(20819927,20843829)@chr16@Human
RP:5715	PR:LOC:(120789366,120818491)@chr12@Human
RP:57150	PR:LOC:(88103446,88108196)@chr6@Human
RP:57151	PR:LOC:(31285638,31290623)@chr17@Human
RP:57152	PR:LOC:(143819364,143820831)@chr8@Human
RP:57153	PR:LOC:(10597229,10616232)@chr19@Human
RP:57154	PR:LOC:(98269715,98386374)@chr7@Human
RP:57156	PR:LOC:(76717719,76795591)@chr14@Human
RP:57157	PR:LOC:(77114148,77231190)@chr7@Human
RP:57158	PR:LOC:(42173751,42249632)@chr20@Human
RP:57159	PR:LOC:(27417251,27441958)@chr2@Human
RP:5716	PR:LOC:(107133582,107140993)@chrX@Human
RP:57161	PR:LOC:(55654956,55840194)@chr14@Human
RP:57162	PR:LOC:(64231646,64251134)@chr2@Human
RP:57165	PR:LOC:(224644288,224654262)@chr1@Human
RP:57167	PR:LOC:(49833992,49852421)@chr20@Human
RP:57168	PR:LOC:(25149856,25164125)@chr22@Human
RP:57169	PR:LOC:(47295848,47328009)@chr20@Human
RP:5717	PR:LOC:(27795615,27832155)@chr17@Human
RP:57171	PR:LOC:(128922936,128930981)@chr9@Human
RP:57172	PR:LOC:(206145440,206175679)@chr1@Human
RP:57175	PR:LOC:(66962095,66967509)@chr11@Human
RP:57176	PR:LOC:(30989961,31002212)@chr6@Human
RP:57178	PR:LOC:(80631347,80746279)@chr10@Human
RP:57179	PR:LOC:(175705674,175721373)@chr5@Human
RP:5718	PR:LOC:(62764495,62793183)@chr17@Human
RP:57180	PR:LOC:(151894587,151990104)@chr7@Human
RP:57181	PR:LOC:(196347419,196427924)@chr2@Human
RP:57182	PR:LOC:(125943249,125989271)@chr4@Human
RP:57184	PR:LOC:(72980361,72986232)@chr15@Human
RP:57185	PR:LOC:(24487622,24544716)@chr1@Human
RP:57186	PR:LOC:(20320856,20641230)@chr20@Human
RP:57187	PR:LOC:(122461261,122557072)@chrX@Human
RP:57188	PR:LOC:(82113842,82499595)@chr15@Human
RP:5719	PR:LOC:(226977,242981)@chr11@Human
RP:57190	PR:LOC:(25810813,25828859)@chr1@Human
RP:57191	PR:LOC:(62658354,62659666)@chr19@Human
RP:57192	PR:LOC:(7493512,7504864)@chr19@Human
RP:57194	PR:LOC:(23473513,23659963)@chr15@Human
RP:57198	PR:LOC:(151113349,151134667)@chr1@Human
RP:572	PR:LOC:(63793878,63808740)@chr11@Human
RP:5720	PR:LOC:(23675218,23678016)@chr14@Human
RP:57205	PR:LOC:(47328338,47436431)@chr4@Human
RP:57209	PR:LOC:(38157905,38186492)@chr10@Human
RP:5721	PR:LOC:(23682414,23685695)@chr14@Human
RP:57210	PR:LOC:(142290723,142333504)@chr8@Human
RP:57211	PR:LOC:(142664862,142806788)@chr6@Human
RP:57212	PR:LOC:(3676871,3686347)@chr1@Human
RP:57213	PR:LOC:(49384843,49408477)@chr13@Human
RP:57214	PR:LOC:(78858767,79031054)@chr15@Human
RP:57215	PR:LOC:(66433714,66435599)@chr16@Human
RP:57216	PR:LOC:(157183437,157211533)@chr1@Human
RP:57217	PR:LOC:(47080332,47212713)@chr2@Human
RP:57221	PR:LOC:(138569924,138701629)@chr6@Human
RP:57222	PR:LOC:(172264849,172277944)@chr5@Human
RP:57223	PR:LOC:(55687166,55756400)@chr2@Human
RP:57224	PR:LOC:(138784873,138862120)@chr6@Human
RP:57226	PR:LOC:(90403140,90405189)@chr6@Human
RP:57228	PR:LOC:(49925407,49950249)@chr12@Human
RP:5723	PR:LOC:(55852955,55893477)@chr7@Human
RP:57231	PR:LOC:(86271936,86360348)@chr6@Human
RP:57232	PR:LOC:(47673858,47687049)@chrX@Human
RP:57234	PR:LOC:(146440414,146462399)@chr1@Human
RP:57238	PR:LOC:(170717238,170723850)@chr1@Human
RP:5724	PR:LOC:(28160006,28187333)@chr1@Human
RP:57245	PR:LOC:(44931758,44935916)@chr3@Human
RP:5725	PR:LOC:(748411,763327)@chr19@Human
RP:5726	PR:LOC:(141125672,141126673)@chr7@Human
RP:5727	PR:LOC:(95285955,95350386)@chr9@Human
RP:5728	PR:LOC:(89613175,89716382)@chr10@Human
RP:57282	PR:LOC:(162306453,162665750)@chr2@Human
RP:5729	PR:LOC:(51804181,51813192)@chr14@Human
RP:57292	PR:LOC:(86691,96155)@chr19|NT_086901@Human
RP:573	PR:LOC:(33245026,33254737)@chr9@Human
RP:5730	PR:LOC:(137147793,137152031)@chr9@Human
RP:5731	PR:LOC:(14444279,14447174)@chr19@Human
RP:5732	PR:LOC:(51850863,51865074)@chr14@Human
RP:57325	PR:LOC:(18066527,18117016)@chr20@Human
RP:57326	PR:LOC:(151729629,151741640)@chr1@Human
RP:5733	PR:LOC:(71030057,71225512)@chr1@Human
RP:57332	PR:LOC:(75382771,75385485)@chr17@Human
RP:57333	PR:LOC:(54722687,54738702)@chr19@Human
RP:57335	PR:LOC:(15544054,15561963)@chr17@Human
RP:57336	PR:LOC:(16395436,16413189)@chr17@Human
RP:57337	PR:LOC:(102525812,102714775)@chr3@Human
RP:57338	PR:LOC:(86194000,86289263)@chr16@Human
RP:5734	PR:LOC:(40715789,40729594)@chr5@Human
RP:57343	PR:LOC:(62554487,62563078)@chr19@Human
RP:57348	PR:LOC:(59618503,59639710)@chr19@Human
RP:57369	PR:LOC:(32831971,32833981)@chr15@Human
RP:5737	PR:LOC:(78668749,78716496)@chr1@Human
RP:57379	PR:LOC:(8646029,8656706)@chr12@Human
RP:5738	PR:LOC:(117164731,117245014)@chr1@Human
RP:57380	PR:LOC:(24511161,24532469)@chr6@Human
RP:57381	PR:LOC:(62740898,62828312)@chr14@Human
RP:5739	PR:LOC:(51815566,51820194)@chr19@Human
RP:57393	PR:LOC:(15405108,15442811)@chrX@Human
RP:57396	PR:LOC:(177962272,177986660)@chr5@Human
RP:574	PR:LOC:(151408086,151410109)@chr7@Human
RP:5740	PR:LOC:(47553821,47618114)@chr20@Human
RP:57402	PR:LOC:(150399804,150401863)@chr1@Human
RP:57403	PR:LOC:(56318177,56375969)@chr20@Human
RP:57404	PR:LOC:(203928919,203987466)@chr2@Human
RP:57405	PR:LOC:(169552909,169572451)@chr2@Human
RP:57406	PR:LOC:(58198349,58255501)@chr3@Human
RP:57407	PR:LOC:(4451696,4464893)@chr16@Human
RP:57408	PR:LOC:(54927423,54937112)@chr3@Human
RP:57409	PR:LOC:(70773908,70778898)@chr17@Human
RP:5741	PR:LOC:(13470178,13474143)@chr11@Human
RP:57410	PR:LOC:(65049159,65062751)@chr11@Human
